,run,n_sites,theta,exp_order,ediff,direct,fmm
0,0,84636,0.5,5,0.00023145091108744964,13592.210541018052,2262.2707124400185
1,1,84636,0.5,5,0.00023145091040532861,15288.118845838006,2252.0498062180122
2,2,84636,0.5,5,0.0002314509013103816,14950.282563876943,2267.2782514039427
