,run,n_sites,theta,exp_order,ediff,direct_scf,fmm_scf,direct_lr,fmm_lr
0,0,1440,0.5,5,0.0,53.76453423406929,50.90038219303824,114.65422240900807,106.1475524851121
1,0,4083,0.5,5,0.0,144.1647397959605,119.15107569401152,324.3514299620874,251.34908350906335
2,0,8805,0.5,5,0.0,372.0300728860311,232.6222627221141,1093.4401513689663,565.6360857798718
3,0,16203,0.5,5,0.0,866.4194383658469,435.53154730191454,2588.3700327000115,1169.109788967995
