,run,n_sites,theta,exp_order,ediff,direct,fmm
0,0,1440,0.5,5,1.1523750345077133e-06,46.701539950910956,43.8305229479447
1,1,1440,0.5,5,1.1523733292051475e-06,46.17540640407242,43.745293431100436
2,2,1440,0.5,5,1.1523744660735247e-06,46.467669272911735,43.667639784980565
