,run,n_sites,theta,exp_order,ediff,direct,fmm
0,0,150585,0.5,5,0.0007012007129105768,38574.20569988503,4111.767809267039
1,1,150585,0.5,5,0.000701200709272598,40043.30774162104,4112.1116230409825
2,2,150585,0.5,5,0.0007012007097273454,38223.42985891795,4105.744641233003
