,run,n_sites,theta,exp_order,ediff,direct,fmm
0,0,114465,0.5,5,0.00042854755565713276,26034.338176851976,3011.026543485932
1,1,114465,0.5,5,0.00042854755383814336,23843.77235546999,3020.244473458035
2,2,114465,0.5,5,0.00042854755201915395,23754.960717993905,3014.9627405189676
