,run,n_sites,theta,exp_order,ediff,direct,fmm
0,0,4083,0.5,5,8.994894676561671e-05,138.4340037809452,115.08242062001955
1,1,4083,0.5,5,8.994894517400098e-05,139.90788210497703,114.9757018990349
2,2,4083,0.5,5,8.994894596980885e-05,139.33390902506653,115.5511085879989
