,excitation,kind,cross_section,excitation_energy,excitation_energy_uncorrected,oscillator_strength,oscillator_strength_velocity,rotatory_strength,state_dipole_moment_x,state_dipole_moment_y,state_dipole_moment_z,transition_dipole_moment_x,transition_dipole_moment_y,transition_dipole_moment_z,transition_dipole_moment_velocity_x,transition_dipole_moment_velocity_y,transition_dipole_moment_velocity_z,transition_magnetic_dipole_moment_x,transition_magnetic_dipole_moment_y,transition_magnetic_dipole_moment_z,pe_ptlr_correction,pe_ptss_correction
0,0,singlet,6.328750161485684e-07,0.13516314224543427,0.13527204011776564,4.393623929012632e-06,6.949610369389276e-06,-0.0010380229943982159,0.1728947017010509,0.43675328448343054,1.8193382108163911,-0.0032555159958320206,0.0015293252613242385,-0.005985139931762735,0.0006915013164169474,-0.000586955727535069,0.0007657059916636207,0.013803023876859383,-0.06531002173735104,-0.2457618879833812,-2.249657447526576e-06,-0.00010664821488383715
1,1,singlet,0.0639265056844607,0.1575174400829531,0.15952427131486938,0.44379856671016726,0.3828301794938741,0.0016493398265418214,-0.10802170281453893,1.509271862412634,6.284468007483463,0.12778697657467933,-0.48225918315476424,-1.9943123167651189,-0.018129906411109637,0.07073050805605609,0.29175699908351016,-0.03030901070507554,0.01705977054889317,-0.005128740640793556,-0.0007868109323317652,-0.0012200202995845148
2,2,singlet,0.0003197397371861177,0.1599853293155301,0.16010603132997617,0.002219737111612183,0.00247190918598505,0.00016455334449478947,0.1379663846168788,0.4773828034048375,1.8688369713074282,0.040603682908076526,0.0815335783036865,0.11187296478051292,-0.00914058008638731,-0.015239332028350561,-0.016655820686801413,-0.3662569272378286,0.33199464507041937,-0.10434201988240394,-1.5066639943798498e-05,-0.00010563537450224718
3,3,singlet,0.0014545700454438122,0.17435850882420506,0.17442672848785445,0.010098097720745965,0.009287141026822963,-0.00938492519254209,0.08107742619864974,0.8272092337420738,3.4674332313871976,0.21792353266626155,-0.1906662333072981,0.055039022730171874,-0.03721627366440774,0.03083230841740287,-0.009656905467357655,0.25589492857440366,0.24265155253517506,-0.042001718335713784,-1.923446756931436e-05,-4.898519608006411e-05
4,4,singlet,0.00045634267753178473,0.18673617793444064,0.18835768358376767,0.0031680790940918865,0.008540972099767712,0.0048351656701391445,1.1609647476174414,-0.7908417340867588,-0.47513169062925487,0.10303747886472657,0.11615923153664462,0.03658705820928371,-0.033660970405786785,-0.03537135833636413,-0.0028581129113884832,0.1614649055105197,-0.18311624574369903,0.048670079467975746,-2.4830211743706517e-05,-0.0015966754375833319
