,run,n_sites,theta,exp_order,ediff,direct,fmm
0,0,16203,0.5,5,4.077758387666108e-05,908.9437180990353,448.3991646009963
1,1,16203,0.5,5,4.0777584217721596e-05,908.0573231989983,445.59798931202386
2,2,16203,0.5,5,4.077758410403476e-05,910.2755740120774,447.38877690397203
