,run,n_sites,theta,exp_order,ediff,direct,fmm
0,0,8805,0.5,5,1.6265526141978626e-05,380.563567215926,235.16540535900276
1,1,8805,0.5,5,1.626552045763674e-05,377.65891119104344,236.27127404196654
2,2,8805,0.5,5,1.626553046207846e-05,379.6385307009332,235.08364092500415
